# z      distance_modulus     err
    0.576130    42.906480     0.145150
    0.576610    42.731273     0.122900
    0.578240    43.071565     0.162400
    0.578280    42.670328     0.138950
    0.578750    42.536902     0.120650
    0.579600    42.808938     0.119700
    0.580600    42.651753     0.160800
    0.580730    42.706398     0.137200
    0.582940    42.733921     0.125800
    0.583280    42.828423     0.129550
    0.583750    42.688683     0.099150
    0.583750    42.824089     0.140250
    0.585750    42.715185     0.141700
    0.587280    42.719096     0.140550
    0.588730    42.644548     0.130050
    0.590270    42.667074     0.166600
    0.591850    42.664056     0.126250
    0.600600    42.633033     0.154550
    0.603260    42.949249     0.142900
    0.608250    42.667359     0.126600
    0.609870    42.741041     0.148650
    0.610640    42.941018     0.132900
    0.611240    42.851345     0.159300
    0.615700    42.730101     0.143300
    0.619920    42.918742     0.115600
    0.620630    42.661576     0.113100
    0.621890    42.932438     0.162800
    0.625220    43.057727     0.130300
    0.627230    43.063345     0.138000
    0.630560    43.016358     0.117950
    0.630710    43.012143     0.143200
    0.631900    42.730643     0.177050
    0.632220    42.802103     0.204450
    0.637710    42.852342     0.232900
    0.638220    42.963065     0.184000
    0.641910    42.901459     0.165900
    0.643640    43.252110     0.194300
    0.643640    43.060461     0.201300
    0.647640    43.250289     0.161300
    0.648640    43.074110     0.159000
    0.662060    43.367087     0.179550
    0.664640    43.347454     0.161100
    0.670650    43.205009     0.177500
    0.677670    43.498112     0.205600
    0.681960    42.808620     0.148400
    0.683660    42.607788     0.290500
    0.685170    43.315775     0.232600
    0.688660    43.335521     0.151800
    0.690650    43.176432     0.183750
    0.693150    43.166767     0.244450
    0.697150    43.407564     0.161950
    0.698160    43.009345     0.217100
    0.699150    43.215805     0.156350
    0.699160    43.178257     0.172800
    0.699980    43.236136     0.215300
    0.700640    43.302903     0.173800
    0.701150    43.010467     0.180500
    0.701980    43.217222     0.262550
    0.701980    43.037709     0.164750
    0.715650    42.978241     0.194250
    0.718680    43.180037     0.150950
    0.719630    43.772183     0.205700
    0.720130    43.052550     0.193350
    0.720680    43.226245     0.202900
    0.726680    43.401356     0.162800
    0.727670    43.286929     0.197850
    0.730120    43.255429     0.191150
    0.733620    43.297424     0.155750
    0.734010    42.993402     0.240550
    0.735000    43.377075     0.134000
    0.735010    43.227069     0.178250
    0.735610    43.453820     0.192050
    0.736020    43.403853     0.210800
    0.736690    43.280647     0.139900
    0.740000    43.389198     0.126050
    0.742020    43.710861     0.215150
    0.742700    43.600193     0.198850
    0.745660    43.155038     0.152700
    0.746130    43.542972     0.164650
    0.749090    43.692272     0.182750
    0.750680    43.130441     0.191550
    0.756690    43.417147     0.158300
    0.759050    43.390050     0.151650
    0.760700    43.302099     0.149950
    0.761080    43.354428     0.160350
    0.761590    43.170865     0.154450
    0.765600    43.502307     0.154900
    0.766600    43.410966     0.159300
    0.766680    43.341311     0.180600
    0.767060    43.699898     0.178550
    0.768590    43.474099     0.168850
    0.773070    43.598302     0.176250
    0.776600    43.557014     0.178350
    0.788050    43.631895     0.138150
    0.789040    43.424498     0.115850
    0.796560    43.526448     0.158800
    0.798570    43.876584     0.174350
    0.800700    43.750592     0.160600
    0.805690    43.429324     0.155500
    0.805690    43.692593     0.130100
    0.806030    43.265295     0.183700
    0.808040    43.485277     0.163450
    0.809020    43.782339     0.166800
    0.810720    43.680773     0.170550
    0.813690    43.758262     0.141050
    0.817730    44.006855     0.120850
    0.822120    43.989976     0.185250
    0.822690    43.848892     0.146250
    0.828540    43.734971     0.152600
    0.836990    43.869147     0.142700
    0.838140    43.584041     0.180700
    0.839990    43.672576     0.151750
    0.840530    43.964310     0.145600
    0.842140    43.745299     0.185800
    0.847970    43.574679     0.169750
    0.848520    43.759964     0.148550
    0.850730    43.851288     0.130400
    0.852980    43.738183     0.150800
    0.854000    43.411600     0.214550
    0.858510    43.676479     0.165350
    0.858520    43.789263     0.147800
    0.858520    43.920387     0.178450
    0.863970    43.670201     0.152850
    0.864500    43.682464     0.146250
    0.866500    43.916126     0.173850
    0.872170    43.822905     0.133200
    0.877960    43.836819     0.143250
    0.890730    43.805282     0.140850
    0.893200    43.902041     0.157700
    0.896930    44.041705     0.166450
    0.901730    43.838657     0.151100
    0.910750    43.817050     0.163650
    0.913480    43.924627     0.137350
    0.922230    44.006724     0.170800
    0.922240    43.768406     0.187250
    0.924910    43.936016     0.192300
    0.926240    44.047839     0.109350
    0.927900    44.111945     0.182900
    0.931890    43.924836     0.152350
    0.932250    44.162292     0.210150
    0.933890    44.123895     0.200900
    0.935000    43.561301     0.165800
    0.936750    44.099596     0.140500
    0.946880    43.845370     0.164200
    0.948460    43.945463     0.151050
    0.950760    43.959498     0.144850
    0.958860    44.271469     0.172450
    0.960740    44.136479     0.142550
    0.960750    44.015339     0.157700
    0.970000    44.037541     0.261750
    0.975200    44.214435     0.139850
    0.983300    44.234100     0.143000
    0.983410    43.836843     0.153000
    0.983770    44.106867     0.143900
    0.996400    44.004490     0.140800
    0.997810    44.219643     0.095300
    1.002790    44.364717     0.191350
    1.014000    44.585723     0.229100
    1.020000    44.374531     0.165700
    1.028790    44.221349     0.160150
    1.060800    44.053665     0.164150
    1.092000    44.770784     0.264050
    1.120000    44.178013     0.164900
    1.206000    44.899085     0.335200
    1.230000    44.963130     0.170850
    1.230000    44.489604     0.191550
    1.300000    44.858377     0.178750
    1.305000    45.106709     0.235000
    1.315000    44.901184     0.198700
    1.330000    44.805737     0.148400
    1.340000    45.207488     0.163200
    1.370000    45.095875     0.162200
    1.390000    45.016477     0.201250
    1.540000    45.218422     0.210650
    1.550000    45.614959     0.185650
    1.700000    45.911527     0.283200
    1.800000    45.791545     0.187950
    1.914000    45.909352     0.255900
    2.260000    46.267931     0.254800
