# Ell      ell*(ell+1)C_l/(2\pi)     err
   925  1574.736748    78.848000
   926  1659.946584    78.302002
   927  1597.963604    77.760002
   928  1408.458542    77.222000
   929  1389.957452    76.686996
   930  1557.430822    76.155998
   931  1507.835335    75.627998
   932  1388.015948    75.105003
   933  1469.911173    74.585999
   934  1355.741380    74.070999
   935  1387.126079    73.559998
   936  1424.038832    73.053001
   937  1471.805887    72.551003
   938  1306.014734    72.054001
   939  1447.023683    71.560997
   940  1437.977107    71.072998
   941  1311.445367    70.588997
   942  1373.676878    70.110001
   943  1221.662974    69.637001
   944  1393.302857    69.167999
   945  1355.816509    68.705002
   946  1272.125557    68.247002
   947  1324.855835    67.793999
   948  1177.440219    67.346001
   949  1306.681343    66.903999
   950  1265.690073    66.468002
   951  1229.733241    66.037003
   952  1400.765829    65.611000
   953  1281.112517    65.192001
   954  1232.453095    64.778000
   955  1246.660107    64.370003
   956  1342.301938    63.967999
   957  1280.187434    63.571999
   958  1211.983317    63.181999
   959  1220.192235    62.799000
   960  1127.148661    62.421001
   961  1148.175138    62.049999
   962  1102.397360    61.685001
   963  1253.911389    61.326000
   964  1209.054231    60.973999
   965  1217.377109    60.629002
   966  1099.469112    60.290001
   967  1235.387525    59.957001
   968  1170.598072    59.632000
   969  1047.297323    59.312000
   970  1184.938699    59.000000
   971  1250.064047    58.694000
   972  1152.824184    58.394001
   973  1195.644806    58.101002
   974  1094.990252    57.814999
   975  1085.165775    57.535999
   976  1201.419878    57.263000
   977  1075.479641    56.995998
   978  1176.758217    56.737000
   979  1117.182982    56.484001
   980   968.112035    56.237000
   981  1036.995649    55.998001
   982  1114.162571    55.764999
   983  1198.375848    55.537998
   984  1066.710620    55.319000
   985  1133.297891    55.105999
   986   978.435893    54.898998
   987   970.001845    54.699001
   988   967.351285    54.506001
   989  1031.778047    54.319000
   990   978.898797    54.139000
   991  1014.885194    53.965000
   992  1016.820972    53.798000
   993  1021.333631    53.637001
   994  1086.340790    53.481998
   995  1126.662921    53.334000
   996  1008.908856    53.192001
   997  1044.822717    53.056999
   998  1046.043934    52.928001
   999   960.089713    52.805000
  1000  1037.627130    52.688999
  1001  1015.536885    52.577999
  1002  1041.863279    52.473999
  1003  1019.060370    52.375999
  1004  1004.114866    52.283001
  1005   894.863368    52.196999
  1006   991.257968    52.116001
  1007   978.539551    52.041000
  1008  1033.368485    51.972000
  1009   994.593661    51.908001
  1010   976.183975    51.849998
  1011   798.296941    51.797001
  1012   986.825691    51.749001
  1013  1041.428232    51.706001
  1014   926.609225    51.668999
  1015   911.015437    51.637001
  1016   938.468528    51.610001
  1017   992.168004    51.588001
  1018   997.882988    51.570000
  1019  1011.951995    51.557999
  1020   962.931381    51.549999
  1021   933.834271    51.546001
