# Ell      ell*(ell+1)C_l/(2\pi)     err
  1050    33.814600    10.622000
  1051    38.631846    10.634000
  1052    39.388268    10.646000
  1053    22.986863    10.659000
  1054    15.274884    10.671000
  1055    31.598070    10.683000
  1056    26.713294    10.695000
  1057    33.864051    10.708000
  1058    15.980433    10.720000
  1059    30.760979    10.732000
  1060    10.039790    10.745000
  1061    20.593538    10.757000
  1062    23.629516    10.770000
  1063    27.513280    10.782000
  1064    35.270787    10.795000
  1065    30.819038    10.808000
  1066    23.049024    10.821000
  1067    28.756403    10.834000
  1068    23.038027    10.847000
  1069    56.847017    10.860000
  1070    17.972310    10.873000
  1071    46.980955    10.887000
  1072     9.538881    10.900000
  1073    14.212507    10.914000
  1074    21.903232    10.927000
  1075    12.518166    10.941000
  1076    20.461193    10.955000
  1077    48.395195    10.969000
  1078    32.462369    10.983000
  1079    40.588004    10.998000
  1080    19.294796    11.012000
  1081    34.270000    11.027000
  1082    26.814502    11.042000
  1083     8.934605    11.057000
  1084    18.418396    11.072000
  1085    33.364924    11.087000
  1086     6.262739    11.103000
  1087   -11.674661    11.119000
