# Ell      ell*(ell+1)C_l/(2\pi)     err
  1088    40.861148    11.134000
  1089     9.328459    11.150000
  1090    18.022158    11.167000
  1091    30.812740    11.183000
  1092    25.960288    11.200000
  1093    16.474878    11.217000
  1094    17.293479    11.234000
  1095    39.504982    11.251000
  1096    16.566884    11.268000
  1097    46.929469    11.286000
  1098    41.228246    11.304000
  1099     7.805805    11.322000
  1100    10.079871    11.340000
  1101    35.840814    11.359000
  1102    -6.629078    11.378000
  1103     5.115670    11.397000
  1104    -0.536022    11.416000
  1105    12.514865    11.435000
  1106    18.248957    11.455000
  1107    30.061287    11.475000
  1108    26.523007    11.495000
  1109    36.751552    11.516000
  1110    -1.060973    11.536000
  1111    29.135587    11.557000
  1112    -1.444334    11.579000
  1113    11.333505    11.600000
  1114    22.405406    11.622000
  1115    39.684215    11.644000
  1116     6.741645    11.666000
  1117    10.533084    11.689000
  1118     5.174671    11.711000
  1119    23.864883    11.734000
  1120     9.932160    11.758000
  1121     2.659652    11.781000
  1122    23.833801    11.805000
  1123     4.388066    11.829000
  1124     8.191345    11.854000
  1125    28.764645    11.879000
  1126    -2.930044    11.904000
  1127    23.896515    11.929000
  1128    20.968857    11.954000
  1129     8.057767    11.980000
  1130    17.323988    12.006000
  1131    11.132170    12.033000
  1132     5.766865    12.059000
  1133     4.260487    12.086000
  1134    11.283850    12.114000
  1135     2.725322    12.141000
  1136    28.462310    12.169000
  1137    -4.066323    12.197000
  1138     7.964113    12.225000
  1139    23.055024    12.254000
  1140   -11.703747    12.283000
  1141    14.615546    12.312000
  1142    12.350261    12.342000
  1143    19.550121    12.372000
  1144    31.808827    12.402000
  1145    26.976903    12.432000
  1146     6.529298    12.463000
  1147    31.671962    12.494000
  1148    24.397711    12.525000
  1149    15.021479    12.557000
  1150    -3.324253    12.589000
  1151     2.429830    12.621000
  1152    16.688043    12.653000
  1153    16.253356    12.686000
  1154    24.323034    12.719000
  1155    11.801102    12.752000
  1156    27.866328    12.786000
  1157    28.988839    12.819000
  1158     8.374720    12.853000
  1159    -0.761447    12.888000
  1160    10.517534    12.922000
  1161    14.964512    12.957000
  1162    -6.928654    12.993000
  1163     6.587173    13.028000
  1164    38.265934    13.064000
  1165    14.720036    13.100000
  1166     7.191987    13.136000
  1167    -2.918612    13.173000
  1168    22.748061    13.209000
  1169     9.223519    13.246000
  1170    -1.786226    13.284000
  1171     1.555502    13.321000
  1172    20.882373    13.359000
  1173    14.543521    13.397000
  1174    31.765216    13.436000
  1175    30.362186    13.474000
  1176    19.600348    13.513000
  1177    30.475869    13.552000
  1178   -12.344009    13.591000
  1179    37.190862    13.631000
  1180    28.043538    13.671000
  1181   -11.881895    13.711000
  1182     3.636058    13.751000
  1183    20.283459    13.792000
  1184    33.686825    13.832000
  1185    15.258710    13.873000
  1186    34.522416    13.915000
  1187    16.801908    13.956000
  1188    10.753218    13.998000
  1189    14.355195    14.040000
  1190   -16.019064    14.082000
  1191     5.515478    14.124000
  1192    35.385993    14.166000
  1193     4.572340    14.209000
  1194    12.131361    14.252000
  1195     1.941609    14.295000
  1196     7.651908    14.338000
  1197    -3.308522    14.382000
  1198    14.624659    14.425000
  1199    27.088766    14.469000
  1200    41.062403    14.513000
  1201     2.631182    14.558000
  1202     1.709129    14.602000
  1203    11.014842    14.647000
  1204    13.805910    14.691000
  1205    35.889877    14.736000
  1206     4.588166    14.781000
  1207     8.820101    14.827000
  1208    24.474957    14.872000
  1209    13.237817    14.918000
  1210    36.338618    14.963000
  1211    29.706750    15.009000
  1212    34.871423    15.055000
  1213     8.458956    15.101000
  1214     7.808349    15.148000
  1215    23.179415    15.194000
  1216    39.512661    15.241000
  1217    24.047372    15.287000
  1218    34.788628    15.334000
  1219     7.594222    15.381000
  1220    16.661110    15.428000
  1221    24.467828    15.475000
  1222    32.440921    15.523000
  1223    38.238952    15.570000
  1224     3.695009    15.618000
  1225    21.409322    15.665000
  1226    15.666792    15.713000
  1227    24.161965    15.761000
  1228    20.927395    15.809000
  1229    41.270861    15.857000
  1230    26.224657    15.905000
  1231     1.639524    15.953000
  1232     4.609361    16.000999
  1233    48.168314    16.049000
  1234    57.093230    16.098000
  1235    45.319111    16.146000
  1236    20.616759    16.195000
  1237    24.649167    16.243999
  1238     3.036212    16.292000
  1239    18.059340    16.341000
  1240    18.882110    16.389999
  1241    30.363913    16.438999
  1242    36.976541    16.488001
  1243    17.589225    16.537001
  1244    16.495761    16.586000
  1245     8.217190    16.635000
  1246     2.380060    16.684000
  1247     5.068331    16.733000
  1248     2.324745    16.782000
  1249    56.794798    16.830999
  1250    -3.159322    16.881001
  1251    39.570737    16.930000
  1252     0.883030    16.979000
  1253     7.407361    17.028999
  1254    13.205171    17.077999
  1255    -4.132360    17.127001
  1256    43.502516    17.177000
  1257    34.939694    17.226000
  1258    25.005077    17.275999
  1259    25.009593    17.325001
  1260     1.084900    17.375000
  1261    34.370318    17.424000
  1262    17.195757    17.474001
  1263    24.554976    17.523001
  1264    28.001389    17.573000
  1265    -0.520475    17.622000
  1266    24.133334    17.672001
  1267    52.105940    17.721001
  1268    37.097796    17.771000
  1269    55.551050    17.820000
  1270    57.283298    17.870001
  1271    37.123061    17.919001
  1272    17.609415    17.969000
  1273    20.319774    18.018000
  1274    42.036912    18.068001
  1275    32.403610    18.117001
  1276    27.137712    18.166000
  1277    34.380072    18.216000
  1278     3.556206    18.264999
  1279    64.188724    18.315001
  1280    37.458233    18.364000
  1281    17.058036    18.414000
  1282    -5.135875    18.462999
  1283    53.750817    18.511999
  1284    20.543751    18.562000
  1285     8.050662    18.611000
  1286    46.968772    18.660000
  1287    30.462327    18.709999
  1288    16.356065    18.759001
  1289    43.048884    18.808001
  1290    12.686887    18.857000
  1291    -7.887616    18.907000
  1292   -19.241588    18.955999
  1293    23.545005    19.004999
  1294    -3.189693    19.054001
  1295    21.263499    19.103001
  1296    55.634153    19.153000
  1297    53.225498    19.202000
  1298    11.757510    19.250999
  1299    51.101788    19.299999
  1300    65.800314    19.349001
  1301    17.003562    19.398001
  1302    57.773135    19.447001
  1303    36.900901    19.497000
  1304    13.223184    19.546000
  1305    57.618710    19.594999
  1306    64.144201    19.643999
  1307    22.844211    19.693001
  1308    39.058859    19.742001
  1309    14.871415    19.791000
  1310    50.311831    19.840000
  1311    21.293878    19.889000
  1312   -15.300793    19.938000
  1313    46.248957    19.987000
  1314    34.053915    20.035999
  1315    75.201305    20.084999
  1316    20.983693    20.135000
  1317    27.535770    20.184000
  1318    44.812726    20.233000
  1319    50.398483    20.282000
  1320    48.798201    20.330999
  1321     3.820399    20.379999
  1322    50.875367    20.430000
  1323     4.559004    20.479000
  1324     2.022803    20.528000
  1325    50.214504    20.577000
  1326    16.113587    20.627001
  1327    72.134149    20.676001
  1328    28.782375    20.725000
  1329    43.253915    20.775000
  1330     5.351185    20.823999
  1331    80.173758    20.874001
  1332    41.799127    20.923000
  1333    22.831865    20.973000
  1334    17.587182    21.021999
  1335    58.065243    21.072001
  1336    45.623410    21.122000
  1337    -0.740606    21.172001
  1338   -35.508676    21.221001
  1339    -3.855084    21.271000
  1340    33.351948    21.320999
  1341    14.898297    21.371000
  1342    58.206233    21.422001
  1343    33.033241    21.472000
  1344    27.782179    21.521999
  1345    14.948062    21.572001
  1346     4.479791    21.622999
  1347    45.512871    21.673000
  1348    12.369387    21.724001
  1349     4.898999    21.775000
  1350   -24.802190    21.825001
  1351    44.740789    21.875999
  1352    20.974334    21.927000
  1353     3.416352    21.978001
  1354    24.824701    22.028999
  1355    36.965062    22.080999
  1356    -0.126578    22.132000
  1357    21.110548    22.184000
  1358    21.608642    22.235001
  1359    13.473973    22.287001
  1360    22.868739    22.339001
  1361    17.577686    22.391001
  1362    -2.718547    22.443001
  1363     5.907831    22.495001
  1364    56.465242    22.548000
  1365    45.195356    22.600000
  1366    29.599273    22.653000
  1367    50.437767    22.705999
  1368    36.099847    22.759001
  1369     6.184610    22.812000
  1370     5.276189    22.865000
  1371    61.885628    22.919001
  1372    39.623286    22.972000
  1373     2.151234    23.025999
  1374    44.837061    23.080000
  1375    17.406924    23.134001
  1376    28.810992    23.188000
  1377    -6.252693    23.243000
  1378    44.284047    23.298000
  1379    44.444177    23.351999
  1380    25.503496    23.407000
  1381    36.260618    23.462999
  1382    49.575109    23.518000
  1383     3.687949    23.573999
  1384    54.817466    23.629000
  1385    55.449923    23.684999
  1386   -27.573280    23.742001
  1387    -0.053751    23.798000
  1388    -4.442509    23.855000
  1389     4.856476    23.910999
  1390    44.789732    23.968000
  1391    -2.866275    24.025999
  1392    -5.299486    24.083000
  1393    50.254957    24.141001
  1394    29.068992    24.198999
  1395   -23.094652    24.257000
  1396   -14.809984    24.315001
  1397    42.909717    24.374001
  1398    15.462760    24.433001
  1399    45.517208    24.492001
  1400    41.983404    24.551001
  1401    43.354562    24.611000
  1402    39.736893    24.670000
  1403    46.950487    24.730000
  1404    -2.992832    24.791000
  1405     6.729366    24.851000
  1406    48.206356    24.912001
  1407    -7.660675    24.973000
  1408    15.279654    25.035000
  1409    15.254374    25.096001
  1410     1.506147    25.158001
  1411    17.858044    25.219999
  1412    14.358236    25.283001
  1413    33.961815    25.344999
  1414    10.036888    25.408001
  1415    15.276088    25.471001
  1416   -13.503138    25.535000
  1417    -7.249648    25.599001
  1418    -5.965843    25.663000
  1419    41.994670    25.726999
  1420   -10.836666    25.792000
  1421    -4.169601    25.857000
  1422    17.811881    25.922001
  1423     8.182335    25.987000
  1424    42.612472    26.052999
  1425   -16.038140    26.118999
  1426   -38.568227    26.186001
  1427    -5.065406    26.252001
  1428    10.844532    26.319000
  1429    12.691659    26.386000
  1430   -11.164279    26.454000
  1431    64.550062    26.521999
  1432     1.654738    26.590000
  1433    36.689743    26.659000
  1434    26.552211    26.726999
  1435    -8.948520    26.796000
  1436    -6.771155    26.865999
  1437    20.046949    26.934999
  1438    28.983140    27.006001
  1439    28.036216    27.076000
  1440    44.930338    27.146999
  1441    17.784992    27.216999
  1442     6.413586    27.289000
  1443    35.608286    27.360001
  1444   -13.043190    27.431999
  1445   -17.374995    27.504999
  1446    52.962336    27.577000
  1447     9.735678    27.650000
  1448    21.586434    27.723000
  1449    36.266716    27.797001
  1450   -17.626977    27.871000
  1451   -21.916121    27.945000
  1452    -6.265678    28.018999
  1453   -20.006756    28.094000
  1454    28.319091    28.169001
  1455    35.333351    28.245001
  1456    30.640050    28.320000
  1457    22.043966    28.396000
  1458    32.389791    28.473000
  1459    46.542323    28.549999
  1460    16.990196    28.627001
  1461    77.107257    28.704000
  1462   -18.988504    28.782000
  1463    54.590281    28.860001
  1464    23.897617    28.938000
  1465     9.204821    29.017000
  1466    27.256813    29.096001
  1467    46.823713    29.176001
  1468    -5.908987    29.254999
  1469     9.158318    29.334999
  1470    18.858432    29.416000
  1471    -3.767726    29.496000
  1472    -3.539462    29.577000
  1473    14.099601    29.659000
  1474    -5.436254    29.740000
  1475   -28.254434    29.822001
  1476    27.304233    29.905001
  1477    15.035057    29.987000
  1478    -0.252528    30.070000
  1479     4.602896    30.153000
  1480    45.016827    30.237000
  1481     5.614328    30.320999
  1482    80.721306    30.405001
  1483    44.952672    30.490000
  1484    20.806884    30.575001
  1485   -21.266697    30.660000
  1486   -16.396352    30.746000
  1487   -23.876520    30.830999
  1488   -54.344785    30.917999
  1489    -9.589093    31.004000
  1490    -1.016513    31.091000
  1491    41.995204    31.177999
  1492    22.730051    31.266001
  1493    24.321416    31.353001
  1494    22.722126    31.441000
  1495   -17.103054    31.530001
  1496     1.209466    31.618999
  1497     9.536471    31.708000
  1498    41.468007    31.797001
  1499    11.480565    31.886999
  1500     5.295215    31.976999
  1501    -1.676737    32.067001
  1502     4.904296    32.158001
  1503    17.770476    32.248001
  1504    10.565457    32.340000
  1505    18.123400    32.431000
  1506    -6.662192    32.522999
  1507   -17.007692    32.615002
  1508     1.192597    32.708000
  1509   -13.636764    32.799999
  1510    16.357694    32.893002
  1511    22.637449    32.987000
  1512   -15.046036    33.080002
  1513   -23.083861    33.174000
  1514    -1.507578    33.268002
  1515    77.338509    33.362999
  1516    25.797883    33.458000
  1517    84.614037    33.553001
  1518    41.543156    33.647999
  1519   -30.515723    33.743999
  1520   -70.332400    33.840000
  1521    56.568692    33.936001
  1522    14.822194    34.033001
  1523    61.929281    34.130001
  1524    31.170350    34.227001
  1525    54.326242    34.324001
  1526    -1.557262    34.422001
  1527    53.627733    34.520000
  1528    29.495500    34.618000
  1529   -37.401712    34.716999
  1530    -8.727771    34.816002
  1531   -29.778785    34.915001
  1532    30.576340    35.014000
  1533    11.833326    35.113998
  1534   -45.239643    35.214001
  1535    26.518295    35.313999
  1536   -16.987606    35.415001
  1537     9.738421    35.515999
  1538    49.125769    35.617001
  1539   -28.499673    35.717999
  1540    32.679338    35.820000
  1541    34.169123    35.922001
  1542    83.705688    36.023998
  1543    -8.448137    36.125999
  1544   -14.387690    36.229000
  1545     5.200224    36.332001
  1546    13.638813    36.435001
  1547    93.247688    36.539001
  1548    -7.014123    36.641998
  1549    78.326620    36.745998
  1550    31.804705    36.851002
  1551    65.927266    36.955002
  1552   -49.529729    37.060001
  1553    21.224520    37.165001
  1554    54.123921    37.270000
  1555    77.315438    37.375999
  1556    58.596406    37.481998
  1557   -52.180618    37.588001
  1558    29.017201    37.694000
  1559    21.021002    37.800999
  1560    30.545561    37.908001
  1561   -26.414083    38.014999
  1562   -21.667748    38.122002
  1563    29.373681    38.230000
  1564   -34.461983    38.338001
  1565    61.958897    38.445999
  1566   -70.093239    38.555000
  1567   -14.276325    38.662998
  1568    55.974246    38.771999
  1569    37.077882    38.881001
  1570    22.959264    38.991001
  1571    54.804164    39.099998
  1572    91.818362    39.209999
  1573    47.806952    39.320999
  1574    31.237856    39.431000
  1575    20.100404    39.542000
  1576    29.836653    39.653000
  1577   -11.090973    39.764000
  1578    45.207415    39.875000
  1579     1.566924    39.987000
  1580    38.700159    40.098999
  1581    91.728594    40.210999
  1582    24.146118    40.324001
  1583    11.854985    40.436001
  1584    34.505122    40.549000
  1585    60.903941    40.662998
  1586   -23.238096    40.776001
  1587     7.327385    40.889999
  1588   -15.217585    41.004002
  1589    -8.139664    41.118000
  1590   -18.175839    41.233002
  1591   -62.582993    41.347000
  1592   106.703765    41.462002
  1593    75.902522    41.577999
  1594    69.343425    41.693001
  1595    81.879485    41.808998
  1596   110.888364    41.924999
  1597    40.090247    42.041000
  1598   -20.827887    42.158001
  1599    16.389448    42.275002
  1600    39.873922    42.391998
  1601    26.170075    42.508999
  1602   -73.166523    42.626999
  1603    44.924647    42.744999
  1604    73.296569    42.862999
  1605   138.838412    42.981998
  1606    15.501983    43.099998
  1607    41.432334    43.219002
  1608    38.160870    43.338001
  1609    29.086952    43.458000
  1610    55.408463    43.577999
  1611    16.268826    43.698002
  1612    29.549600    43.818001
  1613    44.922403    43.938999
  1614    22.037901    44.060001
  1615    96.313751    44.181000
  1616    51.338570    44.301998
  1617   -55.411344    44.424000
  1618    31.419758    44.546001
  1619    12.336789    44.667999
  1620   -45.725772    44.791000
  1621   -25.022907    44.914001
  1622    28.735418    45.036999
  1623    78.072543    45.160000
  1624    19.858820    45.284000
  1625    56.151525    45.408001
  1626   -41.201714    45.532001
  1627    47.443435    45.657001
  1628    70.648878    45.782001
  1629    13.337688    45.907001
  1630   -54.384621    46.032001
  1631   -44.209758    46.158001
  1632    49.082596    46.284000
  1633    20.908212    46.410999
  1634     4.324620    46.536999
  1635    45.403038    46.664001
  1636    32.814125    46.792000
  1637    71.105373    46.918999
  1638   131.570726    47.047001
  1639    76.634601    47.175999
  1640    -4.838028    47.304001
  1641   -16.746577    47.432999
  1642     3.152694    47.563000
  1643   -20.262965    47.692001
  1644     2.177707    47.821999
  1645    26.656026    47.952000
  1646    26.582539    48.083000
  1647    97.672057    48.214001
  1648   -23.624688    48.345001
  1649   104.246230    48.477001
  1650     1.811848    48.609001
  1651    26.199114    48.741001
  1652   -35.578856    48.874001
  1653   -22.789125    49.007000
  1654   -35.736534    49.139999
  1655    74.394444    49.273998
  1656    -1.509351    49.408001
  1657   -30.872174    49.542000
  1658    44.496790    49.676998
  1659    55.970839    49.812000
  1660    -9.373616    49.946999
  1661    -2.673933    50.083000
  1662     2.512762    50.220001
  1663    14.924811    50.355999
  1664   -23.850804    50.493000
  1665    15.353044    50.631001
  1666    57.800380    50.768002
  1667     2.718214    50.905998
  1668     9.153972    51.044998
  1669    29.082295    51.183998
  1670    36.569873    51.323002
  1671    34.798121    51.463001
  1672   -29.806113    51.603001
  1673   -52.161665    51.743000
  1674    20.051129    51.883999
  1675    -0.859373    52.026001
  1676    32.814643    52.167000
  1677    -5.758873    52.308998
  1678    12.479203    52.452000
  1679   -21.048745    52.595001
  1680    73.191863    52.737999
  1681    52.922900    52.882000
  1682     7.814516    53.026001
  1683    39.536128    53.171001
  1684   -54.352714    53.316002
  1685   -76.828968    53.460999
  1686   -63.624849    53.606998
  1687    39.415956    53.752998
  1688    48.909082    53.900002
  1689   108.506782    54.047001
  1690    13.527847    54.195000
  1691   -33.251595    54.342999
  1692   121.085403    54.491001
  1693    77.304088    54.639999
  1694   -44.967847    54.790001
  1695    61.100333    54.939999
  1696    10.259613    55.090000
  1697   -23.416361    55.241001
  1698    16.522371    55.391998
  1699    41.006811    55.543999
  1700   -28.019871    55.695999
  1701    44.597145    55.848999
  1702    73.473144    56.001999
  1703    36.045351    56.155998
  1704   -21.968000    56.310001
  1705    65.560048    56.464001
  1706   108.477561    56.618999
  1707    27.596186    56.775002
  1708    83.183033    56.931000
  1709    79.504341    57.088001
  1710    52.872652    57.244999
  1711    -8.784222    57.402000
  1712    51.809230    57.560001
  1713    75.960541    57.719002
  1714    49.292966    57.877998
  1715   -12.273422    58.036999
  1716    36.639848    58.196999
  1717    59.036302    58.358002
  1718    -5.693781    58.519001
  1719   -37.819505    58.681000
  1720    32.255352    58.842999
  1721     0.810525    59.005001
  1722    51.701701    59.167999
  1723   -11.236117    59.332001
  1724    82.348286    59.495998
  1725   -94.417860    59.660999
  1726   -74.377003    59.826000
  1727    -7.852703    59.992001
  1728    17.720433    60.158001
  1729   158.808657    60.325001
  1730    20.288346    60.493000
  1731   -43.930656    60.660999
  1732   -87.709585    60.828999
  1733   -36.059612    60.998001
  1734    -3.496395    61.167999
  1735    88.972740    61.338001
  1736   -52.241235    61.508999
  1737    56.329335    61.680000
  1738    32.335614    61.852001
  1739  -119.415584    62.023998
  1740    38.089082    62.196999
  1741   -29.099130    62.370998
  1742   -14.518212    62.544998
  1743   -31.733115    62.719002
  1744    49.205030    62.895000
  1745   104.878998    63.070000
  1746   -31.981978    63.247002
  1747    15.733347    63.424000
  1748   -43.648247    63.601002
  1749  -193.835598    63.778999
  1750   -27.872104    63.958000
  1751    13.350368    64.137001
  1752    26.925466    64.317001
  1753   -28.427828    64.498001
  1754    13.773568    64.679001
  1755   -73.862722    64.860001
  1756    26.867128    65.042000
  1757   -51.187694    65.224998
  1758    13.642744    65.408997
  1759    77.799581    65.593002
  1760   106.483532    65.777000
  1761    72.314528    65.962997
  1762    79.358377    66.148003
  1763    22.353545    66.334999
  1764   -19.027346    66.522003
  1765   -65.593208    66.709999
  1766    26.020001    66.898003
  1767   -84.242185    67.086998
  1768   145.908891    67.276001
  1769   100.609279    67.466003
  1770   -37.844694    67.656998
  1771   -75.012881    67.848999
  1772    48.373721    68.040001
  1773    49.866222    68.233002
  1774  -112.933476    68.426003
  1775   -25.448046    68.620003
  1776   -38.105090    68.815002
  1777    35.240662    69.010002
  1778     6.086963    69.206001
  1779    54.762090    69.402000
  1780   166.564589    69.598999
  1781    14.509498    69.796997
  1782     4.378219    69.995003
  1783    16.181468    70.194000
  1784    74.519310    70.392998
  1785   -52.664161    70.594002
  1786   -49.109027    70.793999
  1787   -18.981522    70.996002
  1788    16.919133    71.197998
  1789    16.871768    71.401001
  1790    54.332882    71.603996
  1791   103.420647    71.807999
  1792    13.614712    72.013000
  1793   -37.719725    72.219002
  1794   111.857263    72.425003
  1795   -25.732276    72.630997
  1796    72.361443    72.838997
  1797    21.643014    73.046997
  1798   -21.093185    73.254997
  1799   -41.052516    73.464996
  1800     2.503060    73.675003
  1801   131.868107    73.885002
  1802    28.411934    74.097000
  1803    86.123277    74.308998
  1804    12.832660    74.521004
  1805    66.744270    74.735001
  1806    48.279929    74.948997
  1807   119.106882    75.163002
  1808    -3.642973    75.378998
  1809   102.424894    75.595001
  1810  -149.741635    75.810997
  1811   -37.366065    76.028999
  1812    14.404538    76.247002
  1813    29.240411    76.464996
  1814   -47.835505    76.684998
  1815    67.111026    76.904999
  1816  -107.389553    77.125999
  1817    -0.053765    77.347000
  1818  -137.884425    77.569000
  1819   -47.275719    77.792000
  1820  -101.123160    78.015999
  1821   -34.197984    78.239998
  1822   -28.750198    78.464996
  1823   -52.620707    78.690002
  1824  -185.310724    78.916000
  1825  -106.083712    79.142998
  1826   -37.005047    79.371002
  1827    16.469382    79.598999
  1828    17.818602    79.828003
  1829    83.111531    80.057999
  1830    68.064382    80.289001
  1831   -96.609906    80.519997
  1832   -12.117555    80.751999
  1833   -17.876759    80.984001
  1834   -42.488730    81.217003
  1835     4.659123    81.450996
  1836   -12.717358    81.685997
  1837   -85.962586    81.920998
  1838    14.829891    82.156998
  1839    48.433993    82.393997
  1840    38.159758    82.632004
  1841   -25.330411    82.870003
  1842   -43.377433    83.109001
  1843    -7.434913    83.348000
  1844   -55.070024    83.588997
  1845    41.922177    83.830002
  1846     9.897097    84.071999
  1847   -16.621342    84.314003
  1848   103.069957    84.556999
  1849   104.566854    84.801003
  1850   -19.197753    85.045998
  1851     7.921561    85.291000
  1852    86.965707    85.537003
  1853   -19.356506    85.783997
  1854   -56.488804    86.031998
  1855   -17.376757    86.279999
  1856    25.672131    86.528999
  1857   187.646116    86.778999
  1858    72.540952    87.029999
  1859    14.997580    87.280998
  1860    17.855679    87.532997
  1861   -70.876062    87.786003
  1862   114.260522    88.039001
  1863    45.778106    88.292999
  1864   224.133807    88.547997
  1865    30.087238    88.804001
  1866    74.929974    89.059998
  1867   202.169650    89.318001
  1868  -177.714409    89.575996
  1869   -12.897171    89.834000
  1870    12.657939    90.094002
  1871    29.745145    90.353996
  1872   185.289010    90.614998
  1873   118.108650    90.876999
  1874   -14.355956    91.139000
  1875   -29.850730    91.402000
  1876   -54.657148    91.666000
  1877    78.374467    91.931000
  1878   -99.546583    92.196999
  1879    12.167209    92.462997
  1880   -51.585996    92.730003
  1881    10.220968    92.998001
  1882  -119.964670    93.266998
  1883    42.204397    93.536003
  1884    31.546658    93.806000
  1885    61.082455    94.077003
  1886   -75.570456    94.348999
  1887    68.125583    94.622002
  1888  -111.803993    94.894997
  1889  -139.821225    95.168999
  1890   -94.136544    95.444000
  1891  -114.881414    95.720001
  1892   -52.563544    95.996002
  1893   -33.839826    96.274002
  1894   -67.288581    96.552002
  1895    73.506852    96.831001
  1896    36.639448    97.110001
  1897   -62.481013    97.390999
  1898   135.338254    97.671997
  1899    54.417418    97.954002
  1900  -112.264200    98.237000
  1901   -82.036777    98.521004
  1902    39.016470    98.806000
  1903   -67.389464    99.091003
  1904   174.641030    99.376999
  1905   168.190126    99.664001
  1906   145.697347    99.952003
  1907    84.293982   100.240997
  1908    13.040442   100.529999
  1909    79.392346   100.820999
  1910   166.297194   101.112000
  1911   115.348274   101.403999
  1912   -79.190394   101.696999
  1913  -110.334392   101.990997
  1914   114.791064   102.285004
  1915    40.321131   102.581001
  1916   115.306030   102.876999
  1917    11.926660   103.174004
  1918    15.495508   103.472000
  1919   -56.085884   103.771004
  1920   101.763987   104.070000
  1921    15.076996   104.371002
  1922    90.807101   104.671997
  1923   135.896297   104.974998
  1924   100.532042   105.278000
  1925   -90.545017   105.582001
  1926   -29.244109   105.887001
  1927   -73.697155   106.192001
  1928    19.195470   106.499001
  1929   106.117103   106.806999
  1930  -174.889878   107.114998
  1931   177.797046   107.424004
  1932   241.859911   107.735001
  1933    59.342164   108.045998
  1934   108.896562   108.358002
  1935    83.915145   108.670998
  1936   103.909261   108.985001
  1937   114.501444   109.299004
  1938   116.253973   109.614998
  1939   118.861219   109.931999
  1940   -30.411855   110.249001
  1941   -38.542678   110.567001
  1942   117.532002   110.887001
  1943  -122.566982   111.207001
  1944    92.269258   111.528000
  1945    64.784209   111.849998
  1946   174.551363   112.172997
  1947   152.491559   112.497002
  1948  -107.155019   112.821999
  1949   -18.431525   113.148003
  1950   -16.145830   113.474998
  1951   -45.863223   113.803001
  1952   114.734819   114.132004
  1953  -240.520246   114.460999
  1954    69.395712   114.792000
  1955   -81.400062   115.124001
  1956    26.708901   115.456001
  1957    -2.892514   115.790001
  1958   -98.104819   116.125000
  1959  -231.481451   116.459999
  1960    33.799339   116.796997
  1961   107.300001   117.134003
  1962    22.851816   117.473000
  1963    32.214574   117.811996
  1964    45.660080   118.153000
  1965  -247.924150   118.494003
  1966    59.346973   118.836998
  1967   -39.023285   119.180000
  1968   133.327464   119.525002
  1969  -235.788422   119.870003
  1970  -150.030456   120.217003
  1971   155.348436   120.564003
  1972   176.111707   120.913002
  1973   111.369797   121.263000
  1974   -99.633370   121.612999
  1975    -8.754063   121.964996
  1976   -62.646739   122.318001
  1977   113.416456   122.671997
  1978  -165.547112   123.027000
  1979   -44.437493   123.383003
  1980    69.313834   123.739998
  1981   114.985816   124.098000
  1982  -105.135331   124.457001
  1983   -91.593559   124.817001
  1984    -5.226038   125.178001
  1985     5.484693   125.541000
  1986   183.678554   125.903999
  1987    99.605801   126.268997
  1988   -39.425146   126.635002
  1989   -35.529932   127.001999
  1990   140.887255   127.370003
  1991  -158.383069   127.738998
  1992   159.931178   128.110001
  1993    22.339412   128.485001
  1994   136.164500   128.858994
  1995    28.543224   129.324005
  1996   258.326931   129.701004
